App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,13.0,500000,Free,0.0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,0.3325396825396825,0.5087301587301588,7
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,44.0,100000,Free,0.0,Mature 17+,Dating,"August 2, 2018",3.4.1.1,4.1 and up,0.2116754639914179,0.5781575964057872,40
Herpes Positive Singles Dating,DATING,4.4,198,28.0,10000,Free,0.0,Mature 17+,Dating,"May 18, 2018",5.5.7,4.1 and up,0.3066502396413111,0.5264661281179138,28
"Chat Rooms, Avatars, Date - Galaxy",DATING,4.3,135420,,10000000,Free,0.0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device,0.1380524855853803,0.4210644179723127,74
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,5.9,1000000,Free,0.0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 and up,0.3441734006734007,0.5173434343434344,75
Christian Dating For Free App,DATING,3.9,8723,13.0,500000,Free,0.0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 and up,0.0980260328993856,0.4786601830996281,76
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,41.0,100000,Free,0.0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 and up,0.2008683523266856,0.6372210351377018,78
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27.0,10000,Free,0.0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up,0.1827663299663299,0.4574209235209235,75
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,7.2,1000000,Free,0.0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 and up,-0.069639794168096,0.4602968892277068,53
Hitwe - meet people and chat,DATING,4.2,243950,21.0,10000000,Free,0.0,Mature 17+,Dating,"May 10, 2018",4.3.2,4.1 and up,-0.1394560185185185,0.694104938271605,9
FERZU - Furries Social Network,DATING,3.9,1576,,10000,Free,0.0,Mature 17+,Dating,"February 16, 2018",4.4.1,4.1 and up,0.0818653221481747,0.4869399930553776,39
95Live -SG#1 Live Streaming App,DATING,4.1,4954,15.0,1000000,Free,0.0,Teen,Dating,"August 1, 2018",8.7.2,4.2 and up,0.069002331002331,0.4559274799274799,78
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,56.0,100000,Free,0.0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up,0.0337785947712418,0.5553312065566968,102
Black People Meet Singles Date,DATING,3.9,10212,5.0,1000000,Free,0.0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up,0.2493412587142294,0.5053452310676337,28
Free Dating & Flirt Chat - Choice of Love,DATING,4.0,42197,,5000000,Free,0.0,Mature 17+,Dating,"July 24, 2018",Varies with device,Varies with device,0.0329653679653679,0.3613528138528138,35
BBW Dating & Plus Size Chat,DATING,4.4,12633,29.0,1000000,Free,0.0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up,0.131246684996685,0.4910167553917554,111
"2Date Dating App, Love and matching",DATING,4.4,41605,8.1,500000,Free,0.0,Mature 17+,Dating,"July 26, 2018",4.813,4.0.3 and up,0.2802671702652353,0.5583907406662825,38
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,27.0,10000,Free,0.0,Mature 17+,Dating,"July 23, 2018",5.2.9,4.1 and up,0.1827663299663299,0.4574209235209235,75
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,13.0,500000,Free,0.0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 and up,0.4209925788497217,0.5106957328385899,70
Free Dating App - Meet Local Singles - Flirt Chat,DATING,4.1,825,,100000,Free,0.0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 and up,-0.0503258329564299,0.559581583424867,67
Free Live Talk-Video Call,DATING,4.7,158,4.5,10000,Free,0.0,Mature 17+,Dating,"July 5, 2018",8.2,4.0.3 and up,-0.1,0.1,1
Free Dating Hook Up Messenger,DATING,3.3,1157,21.0,100000,Free,0.0,Mature 17+,Dating,"January 27, 2017",5.0.1,4.2 and up,0.1472884528311299,0.5223361741189635,64
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,7.9,1000000,Free,0.0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up,0.1178362009929806,0.4473244857778756,59
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
Babbel – Learn Languages,EDUCATION,4.3,266948,21.0,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3916361531986532,0.4983976758195508,48
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,7.4,500000,Free,0.0,Everyone,Education,"March 9, 2018",2.2.4,4.2 and up,0.39528393175452,0.4924847211611917,34
ABC Preschool Free,EDUCATION,3.8,27572,25.0,5000000,Free,0.0,Everyone,Education;Education,"October 25, 2017",3.0,2.3 and up,0.2208048804012345,0.4229706790123457,36
English with Lingualeo,EDUCATION,4.7,254519,27.0,5000000,Free,0.0,Everyone,Education,"July 20, 2018",2.8.1,4.1 and up,0.1351686507936507,0.3522718253968254,8
Brilliant,EDUCATION,4.5,41185,,1000000,Free,0.0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device,0.2416548327664399,0.4908503530199958,28
C++ Tutorials,EDUCATION,4.1,358,1.9,50000,Free,0.0,Everyone,Education,"August 21, 2014",1.1,2.3 and up,0.5309259259259259,0.5667438271604939,36
C++ Programming,EDUCATION,4.3,11904,1.8,1000000,Free,0.0,Everyone,Education,"August 22, 2015",2.0,2.3 and up,0.1964510494328202,0.5534449571775961,36
C Programming,EDUCATION,4.3,22251,1.8,1000000,Free,0.0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.2768000669964955,0.541011544011544,35
GMAT Question Bank,EDUCATION,4.2,240,29.0,10000,Free,0.0,Everyone,Education,"April 29, 2015",1.2.0,2.3.3 and up,0.2688999236058059,0.4698832866479925,34
GRE Tutor,EDUCATION,4.0,275,2.3,50000,Free,0.0,Everyone,Education,"December 2, 2013",2.9,2.1 and up,0.4086946386946387,0.5681086043586043,39
GRE Flashcards,EDUCATION,4.5,13791,,500000,Free,0.0,Everyone,Education,"June 6, 2018",Varies with device,Varies with device,0.2620552874979958,0.5237899831649832,36
GMAT Math Flashcards,EDUCATION,4.4,1769,,100000,Free,0.0,Everyone,Education,"July 11, 2018",Varies with device,Varies with device,0.4127359971240179,0.5496980218855219,36
GRE Prep & Practice by Magoosh,EDUCATION,4.4,3963,,100000,Free,0.0,Everyone,Education,"June 6, 2018",Varies with device,Varies with device,0.3880157126823793,0.4839062850729518,36
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
Brilliant,EDUCATION,4.5,41185,,1000000,Free,0.0,Everyone,Education,"August 3, 2018",Varies with device,Varies with device,0.2416548327664399,0.4908503530199958,28
Babbel – Learn Languages,EDUCATION,4.3,266935,21.0,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3916361531986532,0.4983976758195508,48
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
Babbel – Learn Spanish,EDUCATION,4.4,54798,11.0,1000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3093640734265734,0.5447092028342028,39
HomeWork,EDUCATION,4.3,16195,5.2,1000000,Free,0.0,Everyone,Education,"September 20, 2016",8.5.2,4.0 and up,1.0,0.3,1
Common Core,EDUCATION,4.0,835,15.0,100000,Free,0.0,Everyone,Education,"December 20, 2016",2.3.1,2.3 and up,-0.0088107799938157,0.4599950718923933,8
Homework Planner,EDUCATION,4.0,2525,1.2,100000,Free,0.0,Everyone,Education,"January 11, 2015",15.9.4,4.0 and up,0.2775236133048633,0.5334585326549611,37
Edmodo,EDUCATION,4.1,200058,18.0,10000000,Free,0.0,Everyone,Education,"July 20, 2018",9.12.5,4.0.3 and up,0.4041555349412492,0.4435581323438466,35
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,,100000000,Free,0.0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device,0.200407738095238,0.4702147530324614,240
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,41.0,5000000,Free,0.0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up,0.2023263888888888,0.6530555555555556,3
Babbel – Learn Languages,EDUCATION,4.3,266948,21.0,10000000,Free,0.0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.3916361531986532,0.4983976758195508,48
Canvas Student,EDUCATION,4.5,42828,,1000000,Free,0.0,Everyone,Education,"July 20, 2018",Varies with device,Varies with device,0.125,0.3874999999999999,4
EasyBib: Citation Generator,EDUCATION,3.5,1405,7.3,100000,Free,0.0,Everyone,Education,"March 29, 2018",2.4.4,4.0 and up,0.0718316624895572,0.3912238930659983,38
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,41.0,5000000,Free,0.0,Everyone,Education,"July 25, 2018",2.6.6,4.1 and up,0.2023263888888888,0.6530555555555556,3
Hotstar,ENTERTAINMENT,4.3,4885646,,100000000,Free,0.0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device,0.0381778261730828,0.4939640988971346,32
H TV,ENTERTAINMENT,4.3,103078,5.6,5000000,Free,0.0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.3021153846153846,0.4085042735042735,39
DStv Now,ENTERTAINMENT,3.9,34923,,5000000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.023143659003034,0.5161311836311836,39
BBC Media Player,ENTERTAINMENT,3.4,87384,,10000000,Free,0.0,Everyone,Entertainment,"September 14, 2016",Varies with device,Varies with device,-0.0285198337542087,0.4376107804232804,24
Amazon Prime Video,ENTERTAINMENT,4.2,411683,24.0,50000000,Free,0.0,Teen,Entertainment,"August 2, 2018",3.0.231.18141,4.1 and up,0.4611111111111111,0.5555555555555556,2
Cinemark Theatres,ENTERTAINMENT,4.1,21867,39.0,1000000,Free,0.0,Teen,Entertainment,"July 12, 2018",2.19.0,5.0 and up,0.0701554067460317,0.403097702991453,40
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,,10000000,Free,0.0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device,0.1426018885515638,0.5183011234796949,66
Harkins Theatres,ENTERTAINMENT,4.3,1511,12.0,100000,Free,0.0,Everyone,Entertainment,"June 11, 2018",2.1.1,4.1 and up,0.0886444283157262,0.490007597621234,22
AMC Theatres,ENTERTAINMENT,4.3,44550,72.0,1000000,Free,0.0,Everyone,Entertainment,"July 18, 2018",6.18.3,5.0 and up,0.1356944444444444,0.5781944444444445,6
Food Network,ENTERTAINMENT,4.1,7813,,500000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.0283548576814421,0.4370341493404874,71
Cooking Channel,ENTERTAINMENT,4.1,1033,16.0,100000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.364018944018944,0.533577256077256,39
Animal Planet GO,ENTERTAINMENT,4.2,2442,9.6,100000,Free,0.0,Teen,Entertainment,"July 24, 2018",2.9.4,4.1 and up,0.2735714285714286,0.4537367724867724,21
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,,10000000,Free,0.0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.1775100333694083,0.4448996244331065,120
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,23.0,50000,Free,0.0,Everyone,Entertainment,"June 15, 2018",2.0.0,4.4 and up,0.0860583905828471,0.5070377689942908,23
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,0.5211220068298389,61
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,,5000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.0480902363075912,0.4920228456608326,110
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.3538825757575757,0.4954632675438596,38
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,0.4081290584415584,108
Comedy Central,ENTERTAINMENT,3.9,22378,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.1714237662868177,0.3469064224174518,80
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310095,,10000000,Free,0.0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.1775100333694083,0.4448996244331065,120
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,,5000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.0480902363075912,0.4920228456608326,110
CW Seed,ENTERTAINMENT,4.5,16372,13.0,500000,Free,0.0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.3055693342151675,0.5177009847148736,36
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,0.5211220068298389,61
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.3538825757575757,0.4954632675438596,38
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,0.4081290584415584,108
HBO GO: Stream with TV Package,ENTERTAINMENT,3.8,87723,32.0,10000000,Free,0.0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,-0.0556527117201929,0.5216060351511479,25
FOX,ENTERTAINMENT,3.7,197774,44.0,10000000,Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.2139840252340252,0.4584032017365351,78
Crunchyroll - Everything Anime,ENTERTAINMENT,3.7,310066,,10000000,Free,0.0,Teen,Entertainment,"March 5, 2018",Varies with device,Varies with device,0.1775100333694083,0.4448996244331065,120
Food Network,ENTERTAINMENT,4.1,7813,,500000,Free,0.0,Teen,Entertainment,"July 27, 2018",Varies with device,Varies with device,0.0283548576814421,0.4370341493404874,71
FOX NOW - On Demand & Live TV,ENTERTAINMENT,3.9,60841,,5000000,Free,0.0,Teen,Entertainment,"July 26, 2018",Varies with device,4.4 and up,0.0480902363075912,0.4920228456608326,110
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,20.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.2112787731438599,0.5211220068298389,61
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,19.0,1000000,Free,0.0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.3538825757575757,0.4954632675438596,38
Comedy Central,ENTERTAINMENT,3.9,22378,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.1714237662868177,0.3469064224174518,80
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,19.0,1000000,Free,0.0,Teen,Entertainment,"July 8, 2018",11.45.0,4.4 and up,0.0510880756974507,0.4081290584415584,108
FOX,ENTERTAINMENT,3.7,197774,44.0,10000000,Free,0.0,Mature 17+,Entertainment,"June 25, 2018",6.6.1,4.4 and up,0.2139840252340252,0.4584032017365351,78
Fandango Movies - Times + Tickets,ENTERTAINMENT,4.6,243747,,10000000,Free,0.0,Teen,Entertainment,"August 2, 2018",Varies with device,Varies with device,0.1426018885515638,0.5183011234796949,66
Hamilton — The Official App,ENTERTAINMENT,4.5,1575,43.0,100000,Free,0.0,Everyone,Entertainment,"July 13, 2018",2.3.2,5.0 and up,0.1610472318136008,0.4361435321182345,36
Funny Pics,ENTERTAINMENT,3.9,9941,,1000000,Free,0.0,Teen,Entertainment,"July 7, 2017",Varies with device,Varies with device,0.15368272005772,0.5721806553235125,15
Colorfy: Coloring Book for Adults - Free,ENTERTAINMENT,4.5,787177,,10000000,Free,0.0,Everyone,Entertainment,"June 20, 2018",Varies with device,Varies with device,0.0467848787911724,0.6042470514179697,133
All Events in City,EVENTS,4.0,3782,9.5,100000,Free,0.0,Everyone,Events,"June 12, 2018",8.4,4.0.3 and up,0.5028597402597402,0.5618210678210679,25
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8,10000,Free,0.0,Everyone,Events,"May 29, 2018",3.8,4.0 and up,0.1261752136752136,0.5074501424501425,39
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9,100000,Free,0.0,Everyone,Events,"December 4, 2017",1.3,4.1 and up,0.3647058823529411,0.634313725490196,17
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24.0,1000000,Free,0.0,Everyone,Events,"July 17, 2018",11.1.1,5.0 and up,0.3797400972400972,0.5702181577181578,37
Goldstar: Live Event Tickets,EVENTS,4.5,1953,,100000,Free,0.0,Teen,Events,"August 1, 2018",Varies with device,Varies with device,0.5492664141414141,0.6354549062049062,40
Citibanamex Movil,FINANCE,3.6,52306,42.0,5000000,Free,0.0,Everyone,Finance,"July 27, 2018",20.1.0,5.0 and up,0.1500614478114477,0.5081359751359751,39
Bualuang mBanking,FINANCE,4.0,48445,10.0,5000000,Free,0.0,Everyone,Finance,"July 16, 2018",2.6.0,4.0.3 and up,0.004322019211725,0.3482470538720538,34
BBVA Spain,FINANCE,4.2,36746,,5000000,Free,0.0,Everyone,Finance,"July 24, 2018",Varies with device,Varies with device,0.515085705540251,0.5946316246884429,33
Ecobank Mobile Banking,FINANCE,4.0,12073,42.0,1000000,Free,0.0,Everyone,Finance,"May 25, 2018",3.3,4.2 and up,-0.0148600319433652,0.5415730180313514,39
Banorte Movil,FINANCE,4.1,111632,65.0,1000000,Free,0.0,Everyone,Finance,"June 9, 2018",5.10.1.40699,4.4 and up,0.116998667998668,0.5673119519369519,26
Credit Karma,FINANCE,4.7,706301,,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.2700516800659658,0.5196421459492888,35
BZWBK24 mobile,FINANCE,4.5,64959,39.0,1000000,Free,0.0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.3268825522303783,0.5547810559006211,23
"GCash - Buy Load, Pay Bills, Send Money",FINANCE,4.0,25508,,1000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,4.2 and up,0.0270824408519721,0.3834686147186147,33
Google Pay,FINANCE,4.2,347838,,100000000,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.1156874860995739,0.5077741771354409,117
"Even - organize your money, get paid early",FINANCE,4.8,12304,21.0,100000,Free,0.0,Everyone,Finance,"August 2, 2018",6.0.16,5.0 and up,0.2839285714285714,0.4627380952380952,14
Digit Save Money Automatically,FINANCE,4.5,8188,22.0,100000,Free,0.0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up,0.250246308750773,0.4027419926303855,56
Acorns - Invest Spare Change,FINANCE,4.3,45957,,1000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.0466666666666666,0.2038888888888888,5
Google Pay,FINANCE,4.2,347838,,100000000,Free,0.0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.1156874860995739,0.5077741771354409,117
Expense IQ Money Manager,FINANCE,4.4,21570,27.0,1000000,Free,0.0,Everyone,Finance,"June 19, 2018",2.0.4,4.0 and up,0.2275061894870362,0.4419843092988254,31
Experian - Free Credit Report,FINANCE,4.6,23130,46.0,1000000,Free,0.0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up,0.1705043708304578,0.5278456406717276,23
Branch,FINANCE,4.6,69973,3.8,1000000,Free,0.0,Everyone,Finance,"July 23, 2018",1.17.1,4.0 and up,0.2642297979797979,0.4446455338642838,40
CreditWise from Capital One,FINANCE,4.6,26587,8.4,1000000,Free,0.0,Everyone,Finance,"July 19, 2018",1.18.0,4.4 and up,0.2394542938786359,0.5351311517429939,38
Credit Karma,FINANCE,4.7,706302,,10000000,Free,0.0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.2700516800659658,0.5196421459492888,35
Credit Sesame,FINANCE,4.3,25166,11.0,1000000,Free,0.0,Everyone,Finance,"July 25, 2018",3.1.16,4.1 and up,0.0886673857940305,0.3942038112959166,38
Fresh EBT - Food Stamp Balance,FINANCE,4.5,19870,7.4,1000000,Free,0.0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up,0.1597274053560818,0.4247380315762669,34
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24647,,1000000,Free,0.0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device,0.2477037637331754,0.4739678840414134,37
Bloomberg Professional,FINANCE,4.1,3334,,500000,Free,0.0,Everyone,Finance,"July 23, 2018",Varies with device,Varies with device,-0.0233527236652236,0.3632434613997114,40
E*TRADE Mobile,FINANCE,3.9,10658,58.0,1000000,Free,0.0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.1532734140136483,0.4936103797822547,32
Fox Business,FINANCE,3.7,2594,,500000,Free,0.0,Everyone,Finance,"March 13, 2018",Varies with device,Varies with device,0.0888267410693881,0.5015917069042068,34
Digit Save Money Automatically,FINANCE,4.5,8188,22.0,100000,Free,0.0,Everyone,Finance,"July 31, 2018",2.29.01,4.1 and up,0.250246308750773,0.4027419926303855,56
